BEAM Analysis Results Table,,,,,,,
,status,family,pval,qval,gene_short_name,num_cells_expressed,use_for_ordering
RP11-453A12.1,OK,negbinomial.size,1,1,RP11-453A12.1,0,FALSE
RP11-454K7.3,OK,negbinomial.size,1,1,RP11-454K7.3,0,FALSE
RP11-454P21.1,OK,negbinomial.size,1,1,RP11-454P21.1,1,FALSE
RP11-455F5.3,OK,negbinomial.size,0.999917243,1,RP11-455F5.3,5,FALSE
RP11-455F5.4,OK,negbinomial.size,1,1,RP11-455F5.4,1,FALSE
RP11-455F5.5,FAIL,negbinomial.size,1,1,RP11-455F5.5,4,FALSE
RP11-455F5.6,OK,negbinomial.size,1,1,RP11-455F5.6,0,FALSE
RP11-455J20.3,OK,negbinomial.size,1,1,RP11-455J20.3,1,FALSE
RP11-455O6.8,OK,negbinomial.size,1,1,RP11-455O6.8,0,FALSE
RP11-455O6.9,OK,negbinomial.size,1,1,RP11-455O6.9,1,FALSE
RP11-456D7.1,OK,negbinomial.size,1,1,RP11-456D7.1,0,FALSE
RP11-456H18.2,OK,negbinomial.size,0.997208999,1,RP11-456H18.2,2,FALSE
RP11-456K23.1,OK,negbinomial.size,1,1,RP11-456K23.1,0,FALSE
RP11-456O19.2,OK,negbinomial.size,1,1,RP11-456O19.2,0,FALSE
RP11-457I16.2,OK,negbinomial.size,1,1,RP11-457I16.2,1,FALSE
RP11-457M11.5,OK,negbinomial.size,1,1,RP11-457M11.5,0,FALSE
RP11-457M11.7,OK,negbinomial.size,1,1,RP11-457M11.7,2,FALSE
RP11-458D21.1,OK,negbinomial.size,1,1,RP11-458D21.1,0,FALSE
RP11-458F8.4,OK,negbinomial.size,1,1,RP11-458F8.4,5,FALSE
RP11-458J1.1,OK,negbinomial.size,1,1,RP11-458J1.1,3,FALSE
RP11-459F6.3,OK,negbinomial.size,1,1,RP11-459F6.3,0,FALSE
RP11-459I19.1,OK,negbinomial.size,1,1,RP11-459I19.1,0,FALSE
RP11-45A17.2,OK,negbinomial.size,1,1,RP11-45A17.2,2,FALSE
RP11-45A17.4,OK,negbinomial.size,1,1,RP11-45A17.4,0,FALSE
RP11-45L9.1,OK,negbinomial.size,1,1,RP11-45L9.1,0,FALSE
RP11-45M22.5,OK,negbinomial.size,0.952510393,1,RP11-45M22.5,5,FALSE
RP11-45P15.4,OK,negbinomial.size,1,1,RP11-45P15.4,0,FALSE
RP11-460I13.2,OK,negbinomial.size,1,1,RP11-460I13.2,0,FALSE
RP11-460M2.1,OK,negbinomial.size,1,1,RP11-460M2.1,2,FALSE
RP11-461F11.3,OK,negbinomial.size,1,1,RP11-461F11.3,0,FALSE
RP11-461L13.3,OK,negbinomial.size,1,1,RP11-461L13.3,0,FALSE
RP11-461L13.5,OK,negbinomial.size,1,1,RP11-461L13.5,0,FALSE
RP11-461M2.2,OK,negbinomial.size,1,1,RP11-461M2.2,0,FALSE
RP11-461O7.1,OK,negbinomial.size,1,1,RP11-461O7.1,0,FALSE
RP11-462B18.2,OK,negbinomial.size,1,1,RP11-462B18.2,0,FALSE
RP11-462G2.1,OK,negbinomial.size,0.050927698,0.71603863,RP11-462G2.1,124,FALSE
RP11-462G2.2,OK,negbinomial.size,1,1,RP11-462G2.2,1,FALSE
RP11-462G22.2,OK,negbinomial.size,1,1,RP11-462G22.2,0,FALSE
RP11-462L8.1,OK,negbinomial.size,1,1,RP11-462L8.1,4,FALSE
RP11-462P6.1,OK,negbinomial.size,1,1,RP11-462P6.1,2,FALSE
RP11-463J10.2,OK,negbinomial.size,1,1,RP11-463J10.2,0,FALSE
RP11-463J10.3,OK,negbinomial.size,1,1,RP11-463J10.3,0,FALSE
RP11-463O12.3,OK,negbinomial.size,1,1,RP11-463O12.3,0,FALSE
RP11-463O9.9,OK,negbinomial.size,1,1,RP11-463O9.9,0,FALSE
RP11-464C19.3,OK,negbinomial.size,1,1,RP11-464C19.3,0,FALSE
RP11-464F9.20,OK,negbinomial.size,0.9936473,1,RP11-464F9.20,21,FALSE
RP11-464F9.22,OK,negbinomial.size,1,1,RP11-464F9.22,0,FALSE
RP11-465B22.8,OK,negbinomial.size,0.262418576,1,RP11-465B22.8,53,FALSE
RP11-465L10.10,OK,negbinomial.size,1,1,RP11-465L10.10,0,FALSE
RP11-465N4.4,OK,negbinomial.size,0.54344595,1,RP11-465N4.4,92,FALSE
RP11-465N4.5,OK,negbinomial.size,0.999997366,1,RP11-465N4.5,3,FALSE
RP11-466A19.1,OK,negbinomial.size,1,1,RP11-466A19.1,0,FALSE
RP11-466F5.10,OK,negbinomial.size,1,1,RP11-466F5.10,0,FALSE
RP11-466F5.8,OK,negbinomial.size,1,1,RP11-466F5.8,1,FALSE
RP11-466P24.6,OK,negbinomial.size,1,1,RP11-466P24.6,0,FALSE
RP11-467C18.1,OK,negbinomial.size,1,1,RP11-467C18.1,0,FALSE
RP11-467D6.1,OK,negbinomial.size,0.99179543,1,RP11-467D6.1,22,FALSE
RP11-467I17.1,OK,negbinomial.size,1,1,RP11-467I17.1,0,FALSE
RP11-467J12.4,OK,negbinomial.size,1,1,RP11-467J12.4,0,FALSE
RP11-467L13.7,OK,negbinomial.size,5.39E-08,4.85E-06,RP11-467L13.7,287,FALSE
RP11-467L19.16,OK,negbinomial.size,1,1,RP11-467L19.16,0,FALSE
RP11-467P9.1,OK,negbinomial.size,1,1,RP11-467P9.1,2,FALSE
RP11-468E2.10,OK,negbinomial.size,1,1,RP11-468E2.10,1,FALSE
RP11-468E2.2,OK,negbinomial.size,1,1,RP11-468E2.2,0,FALSE
RP11-468E2.4,OK,negbinomial.size,0.909895536,1,RP11-468E2.4,38,FALSE
RP11-468E2.5,OK,negbinomial.size,0.859334287,1,RP11-468E2.5,6,FALSE
RP11-468N14.13,OK,negbinomial.size,1,1,RP11-468N14.13,0,FALSE
RP11-469A15.2,OK,negbinomial.size,1,1,RP11-469A15.2,2,FALSE
RP11-469H8.6,OK,negbinomial.size,0.999973409,1,RP11-469H8.6,5,FALSE
RP11-469N6.1,OK,negbinomial.size,1,1,RP11-469N6.1,0,FALSE
RP11-46A10.5,OK,negbinomial.size,1,1,RP11-46A10.5,1,FALSE
RP11-46C24.3,OK,negbinomial.size,1,1,RP11-46C24.3,0,FALSE
RP11-46C24.7,OK,negbinomial.size,0.989659091,1,RP11-46C24.7,11,FALSE
RP11-46D6.1,OK,negbinomial.size,1,1,RP11-46D6.1,0,FALSE
RP11-46F15.2,OK,negbinomial.size,1,1,RP11-46F15.2,3,FALSE
RP11-46H11.12,OK,negbinomial.size,1,1,RP11-46H11.12,6,FALSE
RP11-46H11.3,OK,negbinomial.size,1,1,RP11-46H11.3,1,FALSE
RP11-46J23.1,OK,negbinomial.size,0.999961132,1,RP11-46J23.1,3,FALSE
RP11-46O21.2,OK,negbinomial.size,1,1,RP11-46O21.2,0,FALSE
RP11-470M17.2,OK,negbinomial.size,1,1,RP11-470M17.2,0,FALSE
RP11-470P21.2,OK,negbinomial.size,0.984764889,1,RP11-470P21.2,4,FALSE
RP11-471B22.3,OK,negbinomial.size,0.997796799,1,RP11-471B22.3,9,FALSE
RP11-471M2.3,OK,negbinomial.size,0.999967743,1,RP11-471M2.3,2,FALSE
RP11-472G21.2,OK,negbinomial.size,1,1,RP11-472G21.2,0,FALSE
RP11-472M19.2,OK,negbinomial.size,1,1,RP11-472M19.2,0,FALSE
RP11-472N13.3,OK,negbinomial.size,1,1,RP11-472N13.3,0,FALSE
RP11-473E2.4,OK,negbinomial.size,1,1,RP11-473E2.4,1,FALSE
RP11-473I1.5,OK,negbinomial.size,0.842762865,1,RP11-473I1.5,16,FALSE
RP11-473M20.16,OK,negbinomial.size,0.350747149,1,RP11-473M20.16,37,FALSE
RP11-473M20.5,OK,negbinomial.size,1,1,RP11-473M20.5,2,FALSE
RP11-473M20.9,OK,negbinomial.size,0.90704441,1,RP11-473M20.9,14,FALSE
RP11-473O4.3,OK,negbinomial.size,1,1,RP11-473O4.3,0,FALSE
RP11-473O4.4,OK,negbinomial.size,1,1,RP11-473O4.4,0,FALSE
RP11-474B16.1,OK,negbinomial.size,1,1,RP11-474B16.1,2,FALSE
RP11-474C8.8,OK,negbinomial.size,1,1,RP11-474C8.8,0,FALSE
RP11-474D1.2,OK,negbinomial.size,1,1,RP11-474D1.2,2,FALSE
RP11-474D1.3,FAIL,negbinomial.size,1,1,RP11-474D1.3,6,FALSE
RP11-474D1.4,OK,negbinomial.size,1,1,RP11-474D1.4,0,FALSE
RP11-474G23.1,OK,negbinomial.size,1,1,RP11-474G23.1,0,FALSE
RP11-474G23.2,OK,negbinomial.size,0.996254185,1,RP11-474G23.2,1,FALSE
RP11-474G23.3,OK,negbinomial.size,0.997582872,1,RP11-474G23.3,40,FALSE
RP11-474I11.7,OK,negbinomial.size,1,1,RP11-474I11.7,1,FALSE
RP11-474I11.8,OK,negbinomial.size,1,1,RP11-474I11.8,0,FALSE
RP11-474I16.8,OK,negbinomial.size,1,1,RP11-474I16.8,2,FALSE
RP11-474N24.6,OK,negbinomial.size,1,1,RP11-474N24.6,1,FALSE
RP11-474O21.5,OK,negbinomial.size,1,1,RP11-474O21.5,2,FALSE
RP11-474P2.2,OK,negbinomial.size,1,1,RP11-474P2.2,0,FALSE
RP11-474P2.4,OK,negbinomial.size,1,1,RP11-474P2.4,0,FALSE
RP11-474P2.6,OK,negbinomial.size,1,1,RP11-474P2.6,2,FALSE
RP11-475E11.9,OK,negbinomial.size,1,1,RP11-475E11.9,0,FALSE
RP11-475I24.3,OK,negbinomial.size,1,1,RP11-475I24.3,0,FALSE
RP11-475O6.1,OK,negbinomial.size,1,1,RP11-475O6.1,0,FALSE
RP11-476B1.1,OK,negbinomial.size,1,1,RP11-476B1.1,0,FALSE
RP11-476H16.1,OK,negbinomial.size,1,1,RP11-476H16.1,4,FALSE
RP11-477D19.2,OK,negbinomial.size,1,1,RP11-477D19.2,1,FALSE
RP11-477J21.6,OK,negbinomial.size,1,1,RP11-477J21.6,0,FALSE
RP11-477N3.1,OK,negbinomial.size,1,1,RP11-477N3.1,3,FALSE
RP11-478J18.2,OK,negbinomial.size,1,1,RP11-478J18.2,0,FALSE
RP11-478K15.6,OK,negbinomial.size,1,1,RP11-478K15.6,0,FALSE
RP11-479G22.8,OK,negbinomial.size,1,1,RP11-479G22.8,7,FALSE
RP11-479J7.2,OK,negbinomial.size,1,1,RP11-479J7.2,0,FALSE
RP11-479O9.4,OK,negbinomial.size,1,1,RP11-479O9.4,5,FALSE
RP11-47A8.5,OK,negbinomial.size,0.660681205,1,RP11-47A8.5,40,FALSE
RP11-47I22.1,OK,negbinomial.size,1,1,RP11-47I22.1,0,FALSE
RP11-47I22.2,OK,negbinomial.size,1,1,RP11-47I22.2,1,FALSE
RP11-47J17.2,OK,negbinomial.size,1,1,RP11-47J17.2,1,FALSE
RP11-47L3.1,OK,negbinomial.size,1,1,RP11-47L3.1,1,FALSE
RP11-47P18.1,OK,negbinomial.size,1,1,RP11-47P18.1,1,FALSE
RP11-47P18.2,OK,negbinomial.size,1,1,RP11-47P18.2,0,FALSE
RP11-480A16.1,OK,negbinomial.size,0.99663933,1,RP11-480A16.1,16,FALSE
RP11-480C16.1,OK,negbinomial.size,0.994897414,1,RP11-480C16.1,4,FALSE
RP11-480C22.1,OK,negbinomial.size,1,1,RP11-480C22.1,0,FALSE
RP11-480D4.6,OK,negbinomial.size,1,1,RP11-480D4.6,1,FALSE
RP11-480I12.10,OK,negbinomial.size,1,1,RP11-480I12.10,5,FALSE
RP11-481J2.1,OK,negbinomial.size,1,1,RP11-481J2.1,0,FALSE
RP11-481J2.3,OK,negbinomial.size,0.99999984,1,RP11-481J2.3,18,FALSE
RP11-481J2.4,FAIL,negbinomial.size,1,1,RP11-481J2.4,9,FALSE
RP11-482D24.2,OK,negbinomial.size,1,1,RP11-482D24.2,0,FALSE
RP11-482D24.3,OK,negbinomial.size,1,1,RP11-482D24.3,0,FALSE
RP11-483A20.3,OK,negbinomial.size,1,1,RP11-483A20.3,0,FALSE
RP11-483F11.7,OK,negbinomial.size,1,1,RP11-483F11.7,1,FALSE
RP11-483I13.5,OK,negbinomial.size,1,1,RP11-483I13.5,3,FALSE
RP11-483L5.1,OK,negbinomial.size,1,1,RP11-483L5.1,1,FALSE
RP11-483P21.2,OK,negbinomial.size,1,1,RP11-483P21.2,0,FALSE
RP11-484D2.2,OK,negbinomial.size,1,1,RP11-484D2.2,0,FALSE
RP11-484K9.4,OK,negbinomial.size,1,1,RP11-484K9.4,3,FALSE
RP11-485G7.5,OK,negbinomial.size,1,1,RP11-485G7.5,1,FALSE
RP11-485G7.6,OK,negbinomial.size,1,1,RP11-485G7.6,0,FALSE
RP11-486A14.2,OK,negbinomial.size,0.998695679,1,RP11-486A14.2,5,FALSE
RP11-486F17.1,OK,negbinomial.size,1,1,RP11-486F17.1,1,FALSE
RP11-486G15.2,OK,negbinomial.size,1,1,RP11-486G15.2,1,FALSE
RP11-486I11.2,OK,negbinomial.size,0.99999988,1,RP11-486I11.2,14,FALSE
RP11-486L19.2,OK,negbinomial.size,1,1,RP11-486L19.2,1,FALSE
RP11-486M23.1,OK,negbinomial.size,1,1,RP11-486M23.1,0,FALSE
RP11-486O12.2,OK,negbinomial.size,0.999992217,1,RP11-486O12.2,11,FALSE
RP11-488C13.5,OK,negbinomial.size,0.999973409,1,RP11-488C13.5,7,FALSE
RP11-488L18.10,FAIL,negbinomial.size,1,1,RP11-488L18.10,32,FALSE
RP11-488L18.8,OK,negbinomial.size,1,1,RP11-488L18.8,4,FALSE
RP11-489D6.2,OK,negbinomial.size,1,1,RP11-489D6.2,0,FALSE
RP11-489E7.4,FAIL,negbinomial.size,1,1,RP11-489E7.4,32,FALSE
RP11-489O18.1,OK,negbinomial.size,1,1,RP11-489O18.1,0,FALSE
RP11-48B3.3,OK,negbinomial.size,1,1,RP11-48B3.3,2,FALSE
RP11-48B3.4,OK,negbinomial.size,1,1,RP11-48B3.4,8,FALSE
RP11-48B3.5,OK,negbinomial.size,1,1,RP11-48B3.5,12,FALSE
RP11-48G14.1,OK,negbinomial.size,1,1,RP11-48G14.1,0,FALSE
RP11-48G14.2,OK,negbinomial.size,1,1,RP11-48G14.2,0,FALSE
RP11-48G14.3,OK,negbinomial.size,1,1,RP11-48G14.3,0,FALSE
RP11-490B18.5,OK,negbinomial.size,1,1,RP11-490B18.5,2,FALSE
RP11-490B18.6,OK,negbinomial.size,1,1,RP11-490B18.6,0,FALSE
RP11-490E15.2,OK,negbinomial.size,1,1,RP11-490E15.2,0,FALSE
RP11-490M8.1,OK,negbinomial.size,0.999889469,1,RP11-490M8.1,13,FALSE
RP11-490O6.2,OK,negbinomial.size,0.994427507,1,RP11-490O6.2,37,FALSE
RP11-491F9.1,FAIL,negbinomial.size,1,1,RP11-491F9.1,2,FALSE
RP11-492E3.2,OK,negbinomial.size,0.805008286,1,RP11-492E3.2,15,FALSE
RP11-492E3.51,OK,negbinomial.size,1,1,RP11-492E3.51,0,FALSE
RP11-492I21.1,OK,negbinomial.size,1,1,RP11-492I21.1,0,FALSE
RP11-493E12.1,OK,negbinomial.size,1,1,RP11-493E12.1,0,FALSE
RP11-493L12.3,OK,negbinomial.size,0.999980104,1,RP11-493L12.3,3,FALSE
RP11-493L12.4,OK,negbinomial.size,1,1,RP11-493L12.4,2,FALSE
RP11-493L12.5,OK,negbinomial.size,1,1,RP11-493L12.5,0,FALSE
RP11-493L12.7,OK,negbinomial.size,1,1,RP11-493L12.7,0,FALSE
RP11-494H4.3,OK,negbinomial.size,1,1,RP11-494H4.3,0,FALSE
RP11-494O16.4,OK,negbinomial.size,1,1,RP11-494O16.4,4,FALSE
RP11-495K9.3,OK,negbinomial.size,1,1,RP11-495K9.3,0,FALSE
RP11-495O10.1,OK,negbinomial.size,1,1,RP11-495O10.1,0,FALSE
RP11-495P10.1,OK,negbinomial.size,1,1,RP11-495P10.1,3,FALSE
RP11-495P10.3,OK,negbinomial.size,1,1,RP11-495P10.3,0,FALSE
RP11-495P10.6,OK,negbinomial.size,1,1,RP11-495P10.6,0,FALSE
RP11-496D24.2,OK,negbinomial.size,1,1,RP11-496D24.2,0,FALSE
RP11-496H1.2,OK,negbinomial.size,1,1,RP11-496H1.2,0,FALSE
RP11-496I9.1,OK,negbinomial.size,0.970257108,1,RP11-496I9.1,10,FALSE
RP11-497E19.1,OK,negbinomial.size,1,1,RP11-497E19.1,0,FALSE
RP11-497E19.2,OK,negbinomial.size,1,1,RP11-497E19.2,0,FALSE
RP11-497G19.1,OK,negbinomial.size,1,1,RP11-497G19.1,0,FALSE
RP11-497G19.2,OK,negbinomial.size,1,1,RP11-497G19.2,0,FALSE
RP11-497H16.9,OK,negbinomial.size,1,1,RP11-497H16.9,3,FALSE
RP11-497H17.1,OK,negbinomial.size,1,1,RP11-497H17.1,0,FALSE
RP11-498B4.5,OK,negbinomial.size,1,1,RP11-498B4.5,0,FALSE
RP11-498C9.13,OK,negbinomial.size,1,1,RP11-498C9.13,0,FALSE
RP11-498C9.15,FAIL,negbinomial.size,1,1,RP11-498C9.15,16,FALSE
RP11-498C9.16,OK,negbinomial.size,1,1,RP11-498C9.16,0,FALSE
RP11-498C9.2,OK,negbinomial.size,1,1,RP11-498C9.2,2,FALSE
RP11-498C9.3,OK,negbinomial.size,1,1,RP11-498C9.3,3,FALSE
RP11-498M15.1,OK,negbinomial.size,1,1,RP11-498M15.1,1,FALSE
RP11-498P14.5,OK,negbinomial.size,1,1,RP11-498P14.5,1,FALSE
RP11-499E18.1,OK,negbinomial.size,1,1,RP11-499E18.1,5,FALSE
RP11-499F3.2,OK,negbinomial.size,0.996112436,1,RP11-499F3.2,1,FALSE
RP11-499P20.2,OK,negbinomial.size,0.99999664,1,RP11-499P20.2,7,FALSE
RP11-49I11.1,FAIL,negbinomial.size,1,1,RP11-49I11.1,40,FALSE
RP11-49I4.3,OK,negbinomial.size,1,1,RP11-49I4.3,0,FALSE
RP11-49K24.8,OK,negbinomial.size,1,1,RP11-49K24.8,0,FALSE
RP11-4B16.3,OK,negbinomial.size,1,1,RP11-4B16.3,1,FALSE
RP11-4B16.4,OK,negbinomial.size,1,1,RP11-4B16.4,2,FALSE
RP11-4K16.2,OK,negbinomial.size,1,1,RP11-4K16.2,0,FALSE
RP11-4L24.3,OK,negbinomial.size,1,1,RP11-4L24.3,0,FALSE
RP11-500B12.1,OK,negbinomial.size,1,1,RP11-500B12.1,0,FALSE
RP11-500C11.3,OK,negbinomial.size,1,1,RP11-500C11.3,9,FALSE
RP11-500G10.5,OK,negbinomial.size,0.999931591,1,RP11-500G10.5,1,FALSE
RP11-500G22.4,OK,negbinomial.size,1,1,RP11-500G22.4,0,FALSE
RP11-500G22.5,OK,negbinomial.size,1,1,RP11-500G22.5,0,FALSE
RP11-500M8.7,OK,negbinomial.size,1,1,RP11-500M8.7,0,FALSE
RP11-501J20.5,OK,negbinomial.size,1,1,RP11-501J20.5,0,FALSE
RP11-502H18.2,OK,negbinomial.size,1,1,RP11-502H18.2,0,FALSE
RP11-502I4.3,OK,negbinomial.size,1,1,RP11-502I4.3,6,FALSE
RP11-503C24.2,OK,negbinomial.size,1,1,RP11-503C24.2,0,FALSE
RP11-503C24.4,OK,negbinomial.size,1,1,RP11-503C24.4,1,FALSE
RP11-503E24.2,OK,negbinomial.size,1,1,RP11-503E24.2,1,FALSE
RP11-503P10.1,OK,negbinomial.size,1,1,RP11-503P10.1,0,FALSE
RP11-504A18.1,OK,negbinomial.size,1,1,RP11-504A18.1,1,FALSE
RP11-504P24.9,OK,negbinomial.size,1,1,RP11-504P24.9,0,FALSE
RP11-505E24.2,OK,negbinomial.size,1,1,RP11-505E24.2,0,FALSE
RP11-505K9.1,OK,negbinomial.size,0.299674026,1,RP11-505K9.1,25,FALSE
RP11-505K9.4,OK,negbinomial.size,1,1,RP11-505K9.4,0,FALSE
RP11-505P4.6,OK,negbinomial.size,1,1,RP11-505P4.6,1,FALSE
RP11-505P4.7,OK,negbinomial.size,1,1,RP11-505P4.7,0,FALSE
RP11-506F3.1,OK,negbinomial.size,1,1,RP11-506F3.1,0,FALSE
RP11-506H20.1,OK,negbinomial.size,0.999952217,1,RP11-506H20.1,3,FALSE
RP11-506H21.5,OK,negbinomial.size,1,1,RP11-506H21.5,0,FALSE
RP11-506M12.1,OK,negbinomial.size,1,1,RP11-506M12.1,2,FALSE
RP11-506M13.3,OK,negbinomial.size,1,1,RP11-506M13.3,0,FALSE
RP11-506O24.1,OK,negbinomial.size,1,1,RP11-506O24.1,0,FALSE
RP11-507B12.2,OK,negbinomial.size,1,1,RP11-507B12.2,0,FALSE
RP11-507K2.2,OK,negbinomial.size,1,1,RP11-507K2.2,0,FALSE
RP11-507K2.3,OK,negbinomial.size,1,1,RP11-507K2.3,1,FALSE
RP11-508N22.12,OK,negbinomial.size,1,1,RP11-508N22.12,0,FALSE
RP11-508N22.13,OK,negbinomial.size,1,1,RP11-508N22.13,0,FALSE
RP11-509J21.2,OK,negbinomial.size,1,1,RP11-509J21.2,0,FALSE
RP11-50B3.4,OK,negbinomial.size,1,1,RP11-50B3.4,0,FALSE
RP11-50C13.1,OK,negbinomial.size,1,1,RP11-50C13.1,0,FALSE
RP11-50D16.4,OK,negbinomial.size,1,1,RP11-50D16.4,0,FALSE
RP11-50D9.3,OK,negbinomial.size,1,1,RP11-50D9.3,0,FALSE
RP11-50I19.2,FAIL,negbinomial.size,1,1,RP11-50I19.2,4,FALSE
RP11-510J16.5,OK,negbinomial.size,1,1,RP11-510J16.5,1,FALSE
RP11-510M2.2,OK,negbinomial.size,1,1,RP11-510M2.2,2,FALSE
RP11-510M2.6,OK,negbinomial.size,1,1,RP11-510M2.6,0,FALSE
RP11-511B23.1,OK,negbinomial.size,1,1,RP11-511B23.1,4,FALSE
RP11-511B23.2,OK,negbinomial.size,1,1,RP11-511B23.2,11,FALSE
RP11-511B23.3,OK,negbinomial.size,1,1,RP11-511B23.3,0,FALSE
RP11-511P7.5,OK,negbinomial.size,0.830649714,1,RP11-511P7.5,35,FALSE
RP11-513D5.2,OK,negbinomial.size,1,1,RP11-513D5.2,0,FALSE
RP11-513D5.5,OK,negbinomial.size,1,1,RP11-513D5.5,0,FALSE
RP11-513G11.4,OK,negbinomial.size,1,1,RP11-513G11.4,0,FALSE
RP11-513H8.1,OK,negbinomial.size,1,1,RP11-513H8.1,0,FALSE
RP11-513M16.7,OK,negbinomial.size,0.999992484,1,RP11-513M16.7,4,FALSE
RP11-513M16.8,OK,negbinomial.size,1,1,RP11-513M16.8,3,FALSE
RP11-514D23.1,OK,negbinomial.size,1,1,RP11-514D23.1,1,FALSE
RP11-514D23.3,OK,negbinomial.size,1,1,RP11-514D23.3,0,FALSE
RP11-514O12.4,OK,negbinomial.size,0.999999583,1,RP11-514O12.4,7,FALSE
RP11-514P8.2,OK,negbinomial.size,1,1,RP11-514P8.2,0,FALSE
RP11-514P8.6,OK,negbinomial.size,1,1,RP11-514P8.6,0,FALSE
RP11-514P8.7,OK,negbinomial.size,1,1,RP11-514P8.7,1,FALSE
RP11-515O17.2,OK,negbinomial.size,1,1,RP11-515O17.2,0,FALSE
RP11-515O17.3,OK,negbinomial.size,1,1,RP11-515O17.3,0,FALSE
RP11-516C1.1,OK,negbinomial.size,1,1,RP11-516C1.1,0,FALSE
RP11-517A5.5,OK,negbinomial.size,1,1,RP11-517A5.5,0,FALSE
RP11-517A5.7,OK,negbinomial.size,0.999998756,1,RP11-517A5.7,1,FALSE
RP11-517B11.4,OK,negbinomial.size,1,1,RP11-517B11.4,0,FALSE
RP11-517C16.2,OK,negbinomial.size,1,1,RP11-517C16.2,0,FALSE
RP11-517I3.1,OK,negbinomial.size,1,1,RP11-517I3.1,2,FALSE
RP11-517P14.2,OK,negbinomial.size,0.999999847,1,RP11-517P14.2,6,FALSE
RP11-518L10.5,OK,negbinomial.size,1,1,RP11-518L10.5,0,FALSE
RP11-519G16.2,OK,negbinomial.size,1,1,RP11-519G16.2,0,FALSE
RP11-519G16.3,OK,negbinomial.size,0.999967743,1,RP11-519G16.3,5,FALSE
RP11-519G16.5,OK,negbinomial.size,1,1,RP11-519G16.5,17,FALSE
RP11-519M16.1,OK,negbinomial.size,1,1,RP11-519M16.1,0,FALSE
RP11-51J9.5,OK,negbinomial.size,0.935833019,1,RP11-51J9.5,33,FALSE
RP11-51J9.6,OK,negbinomial.size,0.996349929,1,RP11-51J9.6,1,FALSE
RP11-520A21.1,OK,negbinomial.size,1,1,RP11-520A21.1,0,FALSE
RP11-521B24.3,OK,negbinomial.size,0.997682427,1,RP11-521B24.3,9,FALSE
RP11-521B24.5,OK,negbinomial.size,1,1,RP11-521B24.5,0,FALSE
RP11-521C20.5,OK,negbinomial.size,1,1,RP11-521C20.5,0,FALSE
RP11-521D12.1,OK,negbinomial.size,1,1,RP11-521D12.1,0,FALSE
RP11-521D12.5,OK,negbinomial.size,1,1,RP11-521D12.5,0,FALSE
RP11-521O16.1,OK,negbinomial.size,1,1,RP11-521O16.1,0,FALSE
RP11-521O16.2,OK,negbinomial.size,1,1,RP11-521O16.2,0,FALSE
RP11-522B15.3,OK,negbinomial.size,1,1,RP11-522B15.3,0,FALSE
RP11-522I20.3,OK,negbinomial.size,1,1,RP11-522I20.3,5,FALSE
RP11-522M21.3,OK,negbinomial.size,1,1,RP11-522M21.3,0,FALSE
RP11-523H20.3,OK,negbinomial.size,0.997197256,1,RP11-523H20.3,1,FALSE
RP11-523H24.3,OK,negbinomial.size,1,1,RP11-523H24.3,0,FALSE
RP11-524C21.2,OK,negbinomial.size,1,1,RP11-524C21.2,1,FALSE
RP11-524D16--A.3,OK,negbinomial.size,1,1,RP11-524D16--A.3,2,FALSE
RP11-524F11.2,OK,negbinomial.size,1,1,RP11-524F11.2,2,FALSE
RP11-524H19.2,OK,negbinomial.size,1,1,RP11-524H19.2,1,FALSE
RP11-524N5.1,OK,negbinomial.size,1,1,RP11-524N5.1,0,FALSE
RP11-524O1.4,OK,negbinomial.size,1,1,RP11-524O1.4,0,FALSE
RP11-525A16.4,OK,negbinomial.size,0.996284442,1,RP11-525A16.4,2,FALSE
RP11-525G13.2,OK,negbinomial.size,1,1,RP11-525G13.2,0,FALSE
RP11-525K10.3,OK,negbinomial.size,1,1,RP11-525K10.3,3,FALSE
RP11-526A4.1,OK,negbinomial.size,1,1,RP11-526A4.1,1,FALSE
RP11-526F3.1,OK,negbinomial.size,1,1,RP11-526F3.1,0,FALSE
RP11-526I2.5,OK,negbinomial.size,0.999999847,1,RP11-526I2.5,4,FALSE
RP11-527D7.1,OK,negbinomial.size,1,1,RP11-527D7.1,0,FALSE
RP11-527F13.1,OK,negbinomial.size,1,1,RP11-527F13.1,0,FALSE
RP11-527J8.1,OK,negbinomial.size,1,1,RP11-527J8.1,2,FALSE
RP11-527L4.2,OK,negbinomial.size,1,1,RP11-527L4.2,0,FALSE
RP11-528A4.2,OK,negbinomial.size,1,1,RP11-528A4.2,1,FALSE
RP11-528G1.2,OK,negbinomial.size,1,1,RP11-528G1.2,0,FALSE
RP11-528I4.2,OK,negbinomial.size,0.996998663,1,RP11-528I4.2,3,FALSE
RP11-529E10.7,OK,negbinomial.size,1,1,RP11-529E10.7,0,FALSE
RP11-529G21.2,OK,negbinomial.size,1,1,RP11-529G21.2,1,FALSE
RP11-529K1.4,OK,negbinomial.size,1,1,RP11-529K1.4,0,FALSE
RP11-52J3.2,OK,negbinomial.size,1,1,RP11-52J3.2,0,FALSE
RP11-530C5.1,OK,negbinomial.size,1,1,RP11-530C5.1,1,FALSE
RP11-530N7.3,OK,negbinomial.size,1,1,RP11-530N7.3,0,FALSE
RP11-531A24.3,OK,negbinomial.size,1,1,RP11-531A24.3,0,FALSE
